Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
12475043,"Brent Gleeson","Embrace the Suck: The Navy SEAL Way to an Extraordinary Life","0306846322","Never out of the fight. I believe in this life philosophy so much that I have it tattooed on my arm in Latin. Numquam Proelia Derelinquam. It needs no interpretation.","",1,775
12412011,"Brent Gleeson","Embrace the Suck: The Navy SEAL Way to an Extraordinary Life","0306846322","Happiness and fulfillment come from focus, discipline, and self-control. It may be hard to believe when you’re facing an all-you-can-eat buffet, the prospect of making a quick buck, or the lazy lure of sleeping in versus getting on the Peloton, but studies show that people with self-discipline are happier. Why? Because with discipline and self-control we actually accomplish more of the goals we truly care about.","",1,776
5153958,"Steven Pressfield","The Warrior Ethos","1936891018","The hardest thing in the world is to be ourselves. Who are we? Our family tells us, society tells us, laws and customs tell us. But what do we say? How do we get to that place of self-knowledge and conviction where we are able to state without doubt, fear or anger, “This is who I am, this is what I believe, this is how I intend to live my life”?","",14,777
7387393,"Steven Pressfield","The Warrior Ethos","1936891018","Let us be, then, warriors of the heart, and enlist in our inner cause the virtues we have acquired through blood and sweat in the sphere of conflict—courage, patience, selflessness, loyalty, fidelity, self-command, respect for elders, love of our comrades (and of the enemy), perseverance, cheerfulness in adversity and a sense of humor, however terse or dark.","",10,778
7325906,"Steven Pressfield","The Warrior Ethos","1936891018","A warrior culture trains for adversity. Luxury and ease are the goals advertised to the civilian world.","",9,779
7416057,"Steven Pressfield","The Warrior Ethos","1936891018","Alexander operated by the same principle. Let us conduct ourselves so that all men wish to be our friends and all fear to be our enemies.","",7,780
7217983,"Steven Pressfield","The Warrior Ethos","1936891018","The payoff for a life of adversity is freedom.","",5,781
3236635,"Steven Pressfield","The Warrior Ethos","1936891018","Warrior cultures (and warrior leaders) enlist shame, not only as a counter to fear but as a goad to honor. The warrior advancing into battle (or simply resolving to keep up the fight) is more afraid of disgrace in the eyes of his brothers than he is of the spears and lances of the enemy.","",5,782
3233529,"Steven Pressfield","The Warrior Ethos","1936891018","We all fight wars—in our work, within our families and abroad in the wider world. Each of us struggles every day to define and defend our sense of purpose and integrity, to justify our existence on the planet and to understand, if only within our own hearts, who we are and what we believe in.","",3,783
960317,"Steven Pressfield","The Warrior Ethos","1936891018","The warrior culture, on the other hand, values cohesion and obedience. The soldier or sailor is not free to do whatever he wants. He serves; he is bound to perform his duty.","",3,784
10237436,"Steven Pressfield","The Warrior Ethos","1936891018","Every warrior virtue proceeds from this—courage, selflessness, love of and loyalty to one’s comrades, patience, self-command, the will to endure adversity.","",2,785
10183179,"Steven Pressfield","The Warrior Ethos","1936891018","We want action. We seek to test ourselves. We want friends—real friends, who will put themselves on the line for us—and we want to do the same for them. We’re seeking some force that will hurl us out of our going-nowhere lives and into the real world, into genuine hazard and risk. We want to be part of something greater than ourselves, something we can be proud of. And we want to come out of the process as different (and better) people than we were when we went in. We want to be men, not boys. We want to be women, not girls.","",2,786
10183176,"Steven Pressfield","The Warrior Ethos","1936891018","The capacity for empathy and self-restraint will serve us powerfully, not only in our external wars but in the conflicts within our own hearts.","",2,787
10183180,"Steven Pressfield","The Warrior Ethos","1936891018","We want a rite of passage. We want to grow up.","",1,788
707229,"Anton Myrer","Once an Eagle","0060084359","That's the whole challenge of life - to act with honor and hope and generosity, no whatter what you've drawn. You can't help when or what you were born, you may not be able to help how you die; but you can - and you should - try to pass the days between as a good man.","",41,789
7600100,"Anton Myrer","Once an Eagle","","God, help me. Help me to be wise and full of courage and sound judgment. Harden my heart to the sights that I must see so soon again, grant me only the power to think clearly, boldly, resolutely, no matter how unnerving the peril. Let me not fail them.","",6,790
11294874,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","We tell our children to believe in themselves, without explaining how to develop that belief. We’ve fallen for the Instagram version of confidence, emphasizing the projection of belief, instead of working on the substance underneath. We need a new approach to building confidence, one focused on the inside.","",8,791
11286905,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","real toughness is experiencing discomfort or distress, leaning in, paying attention, and creating space to take thoughtful action. It’s maintaining a clear head to be able to make the appropriate decision. Toughness is navigating discomfort to make the best decision you can. And research shows that this model of toughness is more effective at getting results than the old one.","",8,792
11807489,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","In an increasingly distractible world, we’re slowly losing the ability to sit with our thoughts and experiences. When our inner self becomes foreign, we become hyperreactive to anything it says.","",6,793
11593255,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Research consistently shows that tougher individuals are able to perceive stressful situations as challenges instead of threats. A challenge is something that’s difficult, but manageable. On the other hand, a threat is something we’re just trying to survive, to get through. This difference in appraisals isn’t because of an unshakable confidence or because tougher individuals downplay the difficulty. Rather, those who can see situations as a challenge developed the ability to quickly and accurately assess the situation and their ability to cope with it.","",6,794
11294885,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","We believe that failure of any kind should be avoided instead of embraced, because it shatters our confidence. We’re making the same mistakes, setting ourselves up for a confidence based on the external, not internal.","",6,795
11582464,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Clutch required choosing; flow required experiencing. Two different states. Both bringing about top performance. One requires grit, the other grace. One accepting, the other a conscious decision. In many ways, the clutch-versus-flow paradigm reflects toughness. We tend to think of it as a singular method: push through, persist. But as we’ve come to realize, that’s a false constriction. Being tough means being able to choose the right strategy, given your abilities and the situation.","",3,796
11512577,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Research and practice are clear. Stress inoculation doesn’t work unless you have acquired the skills to navigate the environment you will encounter. As sports psychologist Brian Zuleger told me, “Telling people to relax doesn’t work unless you’ve taught people how to actually relax. The same goes for mental strength. The historical way to develop toughness was to do something physically challenging, and you’d have a fifty-fifty shot if they thrived. You have to teach the skill before it can be applied.” Throwing people in the deep end doesn’t work unless they’ve been taught the basics of how to swim.","",3,797
14130930,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","And that’s the key to true confidence. Acknowledging the good and bad, our weaknesses and strengths. Living with and dealing with reality instead of putting on a front. Setting our own standards. And realizing that, as Alain de Botton said in his book On Confidence, “The way to greater confidence is not to reassure ourselves of our own dignity; it’s to come to peace with our inevitable ridiculousness.","",2,798
14115170,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Confidence doesn’t come from doing the work out of fear or neuroticism—to practice because you are afraid to lose or fail. When fear drives the motivational ship, then insecurity pervades. When the work is done in the name of getting better, of enjoying the process, of searching for mastery of the craft, then confidence gradually grows.","",2,799
11814071,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","The best performers tend to have a flexible and adaptive coping ability. They can bounce between different strategies, depending on the demands of the situation.","",2,800
11581081,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","TOUGHNESS MAXIM The best performers tend to have a flexible and adaptive coping ability. They can bounce between different strategies, depending on the demands of the situation.","",2,801
11514396,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","When I went back and compared motivation styles to performance improvement over each athlete’s career, one factor stood out. Those who scored high in a particular type of extrinsic motivation called external regulation had lower improvement rates. External regulation is defined as when “the sport is performed not for fun but to obtain rewards (e.g., praise) or to avoid negative consequences (e.g., criticisms from parents).” The five highest-ranked athletes in external regulation were five athletes who showed the least amount of improvement.","",2,802
11511104,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Instead, real toughness is experiencing discomfort or distress, leaning in, paying attention, and creating space to take thoughtful action. It’s maintaining a clear head to be able to make the appropriate decision. Toughness is navigating discomfort to make the best decision you can. And research shows that this model of toughness is more effective at getting results than the old one.","",2,803
11294917,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","We create fake confidence for the same reason we build fake self-esteem: to protect the sensitive parts of our ego and to hide our weaknesses and insecurities from the world for fear of being exposed as a fraud or as not good enough.","",3,804
11294834,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","An honest appraisal is all about giving your mind better data to predict with.","",3,805
12832288,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","The students primed with a broad attention task produced more unique answers.","",1,806
12727690,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Frankl reported in his book Yes to Life. The key to a free mind was seeing meaning in life, not just in the way we are used to thinking of it, as some greater purpose. But in every moment. That if we could find meaning in the minuscule portions of life, that something was greater than ourselves, then we would possess the will to survive or, if circumstances deemed otherwise, the peace to see meaning in our demise. Freedom was the key to meaning. Freedom to choose how you saw and experienced every part of suffering. To Frankl, death contained meaning, just as life did. Freedom of your mind wasn’t just about surviving; it was about being able to choose. That if you were going to die, you still had the ability to escape the place you were in, to go somewhere else, even if it was only in your mind.","",1,807
12727185,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","You can’t force cohesion or unity. It doesn’t come from trust falls, gimmicky bonding activities, or forced interaction. It comes from being real. From allowing people to lower their defenses and feel comfortable enough to be who they are. You can’t force it. All you can do is create the space for it to happen. The magic wasn’t in Popovich’s team dinners. It was in his creating space for genuine interaction.","",2,808
12726612,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","The study’s takeaway wasn’t what many in the sporting community interpreted it to be: go out and high-five your teammates. The key wasn’t the acts themselves. It’s what they represented. Teams that are high in trust and belonging display more signals that they do just that, truly trust one another.","",1,809
12726598,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","In an autonomy-supportive environment, the leader acts as a guide, a person who is on the journey with the individual. The leader pokes, prods, nudges, and maybe even pushes individuals in certain directions, but the leader understands that they are there to help others reach their potential. That while they can direct and guide, it ultimately is up to the individual to take ownership of their actions.","",1,810
12724747,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Self-determination theory (SDT) was born. It includes the need for autonomy, competence, and relatedness. Or stated another way, to feel in control, like you can make progress, and to belong.","",1,811
12717359,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","According to the process model of emotions, emotions gain steam as they go through cycles of attention, appraisal, and response. We start with a small, simple feeling, but as it stirs around in our mind, as we divert more and more of our attentional resources, as we try to react to the discomfort, it grows in power. We’ve pushed the snowball down a hill. This cycle repeats until the emotion has been extinguished, been redirected, or taken over.","",1,812
12703463,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","The broaden-and-build theory of emotions states that positive emotions expand our cognition and our opportunities for action. According to Fredrickson, when we experience positive emotions, we’re more likely to have novel thoughts, take on new challenges, and embrace new experiences. On the other hand, negative emotions tend to make us narrow our possibilities. Negative emotions constrain our thoughts and behavior. Our options become limited when we’re swamped by anger. Whether it’s attention, cognition, or emotion, the pattern is clear. Broad is the way to go; narrow is to be avoided.","",1,813
12703455,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Creativity is key to zooming out because it is the cornerstone of problem-solving, which is essential to our rethinking of toughness. Creativity broadens our world, opening up potential paths and preventing us from defaulting to the well-worn route that may be easy to follow, but ultimately leads us to more frustration. Whether you are facing your twentieth rejection letter for that book that deserves publication or trying to keep your sanity while wrangling twenty five-year-olds in a classroom, a little imagination can be the difference between giving up and finding a way forward.","",1,814
12690654,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","Existential psychologist Rollo May best captured the essence of what we are after when he stated in The Courage to Create, “Human freedom involves our capacity to pause between stimulus and response and, in that pause, to choose the one response toward which we wish to throw our weight.” With the individuals that I work with, we’ve even given this search for space a name: creating the ability to have a calm conversation.","",1,815
12687915,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","A good internal voice is rather like (and just as important as) a genuinely decent judge: someone who can separate good from bad but who will always be merciful, fair, accurate in understanding what’s going on, and interested in helping us deal with our problems.” It’s not whether our inner voice is an optimist or a pessimist. It’s whether it’s fair. If we find our internal negativity holding us back, or our eternally optimistic “You can do it!” voice getting in the way of our seeing reality, we need to broaden our experience.","",1,816
12682306,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","The researchers concluded, “Individuals who are clear about their feelings are more likely to thrive on anxiety.” Even so-called negative feelings can be beneficial. It comes down to clarity of our inner world.","",1,817
12682295,"Steve Magness","Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness","0063098636","When we name something, we take back control—converting the ambiguous to something tangible that we can understand, manipulate, and come to terms with. Even how we talk about feelings and emotions matters. Take the example of depression. It’s common to say, “I’m sad.” But that doesn’t make sense when you think about it. That implies that sadness is concrete, a trait that you can’t change. If instead you say, “I’m experiencing a wave of sadness,” it implies that it’s a trait that will pass. It might seem trivial, but the language we use to describe what we are experiencing goes a long way in determining whether we have power over our emotions or they control us.","",1,818
631488,"Brené Brown","Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","1592407331","Because true belonging only happens when we present our authentic, imperfect selves to the world, our sense of belonging can never be greater than our level of self-acceptance.","authenticity, belonging, self-acceptance",728,819
9451616,"Joseph Henrich","The Secret of Our Success: How Culture Is Driving Human Evolution, Domesticating Our Species, and Making Us Smarter","0691166854","For many Westerners, “it’s natural” seems to mean “it’s good.” This view is wrong and comes from shopping in supermarkets and living in landscaped environments. Plants evolved toxins to deter animals, fungi, and bacteria from eating them. The list of “natural” foods that need processing to detoxify them goes on and on. Early potatoes were toxic, and the Andean peoples ate clay to neutralize the toxin. Even beans can be toxic without processing. In California, many hunter-gatherer populations relied on acorns, which, similar to manioc, require a labor intensive, multiday leaching process. Many small-scale societies have similarly exploited hardy, tropical plants called cycads for food. But cycads contain a nerve toxin. If not properly processed, they can cause neurological symptoms, paralysis, and death. Numerous societies, including hunter-gatherers, have culturally evolved an immense range of detoxification techniques for cycads. By contrast with our species, other animals have far superior abilities to detoxify plants. Humans, however, lost these genetic adaptations and evolved a dependence on cultural know-how, just to eat.","",8,820
7450066,"Joseph Henrich","The Secret of Our Success: How Culture Is Driving Human Evolution, Domesticating Our Species, and Making Us Smarter","","The results reveal the power of prestige: when the gold-starred player had the opportunity to contribute money first, he or she tended to contribute to, and thus cooperate in, the joint effort, and then the following player—the low-prestige person—usually did as well. So, everyone won. However, when the low-prestige player got to contribute money first (or not), he or she tended not to contribute to the joint project (not cooperate), and then, neither did the high-prestige player. Even","",4,821
9451620,"Joseph Henrich","The Secret of Our Success: How Culture Is Driving Human Evolution, Domesticating Our Species, and Making Us Smarter","0691166854","The innate psychological foundation of marriage is a long-term pair-bonding instinct, which humans appear to share with some other apes, including gorillas and gibbons, as well as with some monkeys. This instinct can be thought of as a potential strategy, which may be deployed depending on the context. We don’t have to pair bond (it’s not like peeing), but it’s one of the things we’ll be inclined to do under some circumstances. The term “pair-bonding” is often confused with notions of monogamy. It’s important to realize that pair-bonding does not imply monogamous mating. Pair-bonds form between dyads, but a single individual can have multiple pair-bonds. Gorillas, for example, often form long-term pair-bonds with multiple females at the same time. In humans, both historically and cross-culturally, individuals often pair-bonded and married more than one other person at a time—85% of human societies permitted polygamous marriage in some form. Here, pair-bonding refers to enduring, or at least not ephemeral, relationships between mates.","",1,822
14684124,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","Biology does represent the foundation of our personalities and behavioral tendencies,” writes Louann Brizendine in her book, The Female Brain. “If in the name of free will—and political correctness—we try to deny the influence of biology on the brain, we begin fighting our own nature. If we acknowledge that our biology is influenced by other factors … we can prevent it from creating a fixed reality by which we are ruled.”4","",1,823
14683851,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","These cultural variations matter a lot for how, and how far, natural tendencies are expressed in behavior. Culture and biology do not develop separately from each other. They coevolve. Neither biology nor culture can provide the whole story. But understanding the role of biology is necessary for keeping it in its place.","",1,824
14561631,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","One thing that did seem to influence men’s decision whether to study abroad was “peer interactions,” but in a negative direction.36 Men appear to motivate each other to stay put, rather than hit the road.","",1,825
14561584,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","Young women are seizing opportunities with much greater zeal than young men. Take studying abroad as another example. In recent decades, this has become much more popular (at least until the pandemic) with increasing numbers of undergraduates now grabbing their passports and phrase books and heading overseas, most often to Europe.32 And why not? Going to another country for a few months is a great opportunity.","",1,826
14561520,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","First, motivation: “The women are so driven. They know they have to provide for their family.” Second, independence: “They [the women] don’t really need a relationship, they can do it on their own.” Third, persistence: “When stuff gets hard, the guys tend to run away, the girls don’t.” Fourth, planning: “Women tend to live in the future, men tend to live in the present.” Put these together—motivation, independence, persistence, and planning—and it is no wonder, to Tyreese at least, that women are doing better in school.","",1,827
14530892,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","Among women, the Fort Worth initiative “tripled associate degree completion.”7 This is a huge finding. But as with free college in Kalamazoo, it had no impact on college completion for male students. Why? Again, the evaluators can only speculate. James Sullivan, one of the scholars who is examining the program, says, “We don’t know.”8 That phrase again. His research team does note that the case managers assigned to work with students, called “navigators” (great name by the way), were all women. When a program relies heavily on a close one-to-one relationship, matching the gender of the provider and recipient may be important. This is consistent with research showing that when the racial or gender identities of teachers and learners or mentors and mentees match, results are often better.9","",1,828
12690974,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do About It","1800750544","Wifeless men, by contrast, are often a mess. Compared to married men, their health is worse, their employment rates are lower, and their social networks are weaker. Drug-related deaths among never-married men more than doubled in a decade from 2010. Divorce, now twice as likely to be initiated by wives as husbands, is psychologically harder on men than women. One of the great revelations of feminism may turn out to be that men need women more than women need men. Wives were economically dependent on their husbands, but men were emotionally dependent on their wives. For all their jokes about the ball and chain, many men seem to know this. In a 2016 poll, more men than women ranked being married, either now or in the future, as “very important to me” (58 v. 47%). Men do not want to be ships without sails.","feminism",1,829
12492689,"Richard V. Reeves","Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It","0815739885","women who have achieved the greatest degree of economic independence, with high levels of education and earning potential, are the ones who are now most likely to get married and stay married. I don’t think Gloria Steinem or anyone else thought that this was how things would unfold. Even she eventually got married, at the age of 66, explaining, “We are at an age when marriage can be chosen and not expected.","",1,830
11644657,"Jane Austen","Pride and Prejudice","1441341706","My affections and wishes have not changed, but one word from you will silence me forever. If, however, your feelings have changed, I will have to tell you: you have bewitched me, body and soul, and I love--I love--I love you. I never wish to be parted from you from this day on.","fuck-me",11,831
4566,"Jane Austen","Pride And Prejudice","0817216731","In vain have I struggled. It will not do. My feelings will not be repressed. You must allow me to tell you how ardently I admire and love you.","love, mr-darcy",12400,832
6766,"Jane Austen","Persuasion","0192802631","I can listen no longer in silence.  I must speak to you by such means as are within my reach.  You pierce my soul.  I am half agony, half hope.  Tell me not that I am too late, that such precious feelings are gone for ever.  I offer myself to you again with a heart even more your own than when you almost broke it, eight years and a half ago.  Dare not say that man forgets sooner than  woman, that his love has an earlier death.  I have loved none but you. Unjust I may have been, weak and resentful I have been, but never inconstant.  You alone have brought me to Bath. For you alone, I think and plan.  Have you not seen this? Can you fail to have understood my wishes?  I had not waited even these ten days, could I have read your feelings, as I think you must have penetrated mine.  I can hardly write.  I am every instant hearing something which overpowers me.  You sink your voice, but I can distinguish the tones of that voice when they would be lost on others. Too good, too excellent creature!  You do us justice, indeed. You do believe that there is true attachment and constancy among men. Believe it to be most fervent, most undeviating, in F. W.<br/><br/>I must go, uncertain of my fate; but I shall return hither, or follow your party, as soon as possible.  A word, a look, will be enough to decide whether I enter your father's house this evening or never.","romance",4745,833
118901,"Jane Austen","Sense and Sensibility","0822072831","It isn't what we say or think that defines us, but what we do.","",2661,834
122736,"Jane Austen","Pride and Prejudice","1441341706","You are too generous to trifle with me. If your feelings are still what they were last April, tell me so at once. My affections and wishes are unchanged; but one word from you will silence me on this subject for ever.","mr-darcy, pride-and-prejudice",2508,835
190580,"Marcus Aurelius","Meditations","0140449337","You have power over your mind - not outside events. Realize this, and you will find strength.","ataraxy, inner-strength, inspiration, self-control, strength",6011,836
73368,"Marcus Aurelius ","Meditations","0140449337","Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.","truth",4047,837
64212,"Marcus Aurelius","Meditations","0140449337","The happiness of your life depends upon the quality of your thoughts.","happiness",4267,838
64718,"Marcus Aurelius","Meditations","0140449337","Waste no more time arguing about what a good man should be. Be one.","integrity, morality",2975,839
15190,"Marcus Aurelius","Meditations","0140449337","If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.","attitude, distress, mind-over-body, pain, stoicism",2636,840
73813,"Marcus Aurelius","Meditations","0140449337","When you arise in the morning think of what a privilege it is to be alive, to think, to enjoy, to love ...","carpe-diem, inspirational, life, seize-the-day",2339,841
186784,"Marcus Aurelius","Meditations","0140449337","The best revenge is to be unlike him who performed the injury.","conduct-of-life, injury, revenge",2278,842
44693,"Marcus Aurelius","Meditations","0140449337","It is not death that a man should fear, but he should fear never beginning to live.","death, fear, inspirational",2051,843
227344,"Marcus Aurelius","Meditations","0140449337","The soul becomes dyed with the colour of its thoughts.","history, rome, soul, thoughts, wisdom",2165,844
27798,"Marcus Aurelius","Meditations","0140449337","Our life is what our thoughts make it.","attitude, inspirational, life",1568,845
685844,"Marcus Aurelius","Meditations","0140449337","Whenever you are about to find fault with someone, ask yourself the following question: What fault of mine most nearly resembles the one I am about to criticize?","empathy, honesty, self-awareness",1448,846
497005,"Marcus Aurelius","Meditations","0140449337","When you wake up in the morning, tell yourself: the people I deal with today will be meddling, ungrateful, arrogant, dishonest, jealous and surly. They are like this because they can't tell good from evil. But I have seen the beauty of good, and the ugliness of evil, and have recognized that the wrongdoer has a nature related to my own - not of the same blood and birth, but the same mind, and possessing a share of the divine. And so none of them can hurt me. No one can implicate me in ugliness. Nor can I feel angry at my relative, or hate him. We were born to work together like feet, hands and eyes, like the two rows of teeth, upper and lower. To obstruct each other is unnatural. To feel anger at someone, to turn your back on him: these are unnatural.","",1329,847
685645,"Marcus Aurelius","Meditations","0140449337","You always own the option of having no opinion. There is never any need to get worked up or to trouble your soul about things you can't control. These things are not asking to be judged by you. Leave them alone.","equanimity, opinion",681,848
366270,"Marcus Aurelius","Meditations","0140449337","What we do now echoes in eternity.","",589,849
8177571,"Marcus Aurelius","Meditations","0140449337","At dawn, when you have trouble getting out of bed, tell yourself: “I have to go to work — as a human being. What do I have to complain of, if I’m going to do what I was born for — the things I was brought into the world to do? Or is this what I was created for? To huddle under the blankets and stay warm?”<br/><br/>So you were born to feel “nice”? Instead of doing things and experiencing them? Don’t you see the plants, the birds, the ants and spiders and bees going about their individual tasks, putting the world in order, as best they can? And you’re not willing to do your job as a human being? Why aren’t you running to do what your nature demands?<br/><br/>You don’t love yourself enough. Or you’d love your nature too, and what it demands of you.","",514,850
8291,"Marcus Aurelius","Meditations","0140449337","Never esteem anything as of advantage to you that will make you break your word or lose your self-respect.","fidelity, honesty, self-respect",334,851
12062453,"Rob Henderson","Troubled: A Memoir of Foster Care, Family, and Social Class","1982168552","This was a milestone in my life. From then on, reading became a source of comfort for me. I began reading books all the time, and the teacher let me borrow whatever I wanted, but I still seldom paid attention in school. I read in class instead of doing whatever assignment or activity we were supposed to be doing. Reading was an escape—from my memories, from my foster families, from my feelings.","",4,852
12034252,"Rob Henderson","Troubled: A Memoir of Foster Care, Family, and Social Class","1982168536","Successful people tell the world they got lucky, then tell their loved ones about the importance of hard work and sacrifice. Critics of successful people tell the world those successful people got lucky, and then tell their loved ones about the importance of hard work and sacrifice.","luxury-beliefs",2,853
12111821,"Rob Henderson","Troubled: A Memoir of Foster Care, Family, and Social Class","1982168536","Mom's friends were worried that their son isn't talking as much as other six-year-olds. They, like many parents, were concerned with how ""smart"" their kid is. ""Should we be reading to him more?"" they asked me. I thought of how lonely I felt trying to teach myself how to read as a foster kid. ""Yeah,"" I replied. ""But not because it will expand his vocabulary. Read to him because it will remind him that you love him.","children, family, foster-care, reading",2,854
12066890,"Rob Henderson","Troubled: A Memoir of Foster Care, Family, and Social Class","1982168552","While military life was demanding, my efforts paid off. Many people say that to do something difficult and worthwhile, they need to be “motivated.” Or that the reason they are not sticking to their goals is because they “lack motivation.” But the military taught me that people don’t need motivation; they need self-discipline. Motivation is just a feeling. Self-discipline is: “I’m going to do this regardless of how I feel.” Seldom do people relish doing something hard. Often, what divides successful from unsuccessful people is doing what you don’t feel motivated to do. Back in basic training, our instructor announced that there are only two reasons new recruits don’t fulfill their duties: “Either you don’t know what’s expected of you, or you don’t care to do it. That’s it.","",2,855
12100292,"Rob Henderson","Troubled: A Memoir of Foster Care, Family, and Social Class","1982168536","I considered the differences in how fast people are expected to grow up based on how much money their families have.  A twenty-year-old at an expensive college is viewed as not much more than a kid.  A twenty-year-old in the military is trusted to carry a weapon, repair multimillion-dollar equipment, and make life-and-death decisions.","",2,856
12067706,"Rob Henderson","Troubled: A Memoir of Foster Care, Family, and Social Class","1982168552","My environments suppressed and exposed different aspects of my nature. My childhood experiences inhibited my potential and fostered harmful instincts. Occasionally, though, my latent potential would shine through even amid all that disorder. The military, in contrast, inhibited my destructive impulses and cultivated my good qualities. But now, the darkness within me sought expression. Being in a bad environment doesn’t eliminate all the good parts of you, and being in a good environment doesn’t eliminate all the bad parts of you. Who is the “real” me? I felt beset by contradictions and had no answers.","",1,857
7444649,"Arthur C. Brooks","The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","","Data from 2002 suggest that people who identified as “conservative” or “extremely conservative” made up less than one-fifth of the population but provided more than a quarter of all blood donations.","",1,858
7329362,"Arthur C. Brooks","The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","","the best data consistently show that more than eight in ten Americans like or love their jobs. And incredibly, that result holds steady across the income distribution. This notion that “knowledge work” is fulfilling, but everyone who works in a garage or a restaurant loathes his or her life, is an incredible act of condescension masquerading as concern. The truth is much more egalitarian. Again, economic mobility is crucial, and stagnant wages are a huge problem for American families. But this doesn’t change the deep truth that work, not money, is the fundamental source of our dignity. Work is where we build character. Work is where we create value with our lives and lift up our own souls. Work, properly understood, is the sacred practice of offering up our talents for the service of others.","",1,859
1056063,"Georges St-Pierre","The Way of the Fight","","As Aristotle wrote a long, long time ago, and I'm paraphrasing here, the goal is to avoid mediocrity by being prepared to try something and either failing miserably or triumphing grandly. Mediocrity is not about failing, and it's the opposite of doing. Mediocrity, in other words, is about not trying. The reason is achingly simple, and I know you've heard it a thousand times before: what doesn't kill you makes you stronger.","gsp, mma, ufc",8,860
7567859,"Georges St-Pierre","The Way of the Fight","","Humility is the first rule of martial arts. Either you learn humility quickly, or you leave because your ego can’t handle losing repeatedly.","",7,861
8491261,"Georges St-Pierre","","","I keep the white-belt mentality that I can learn from anyone, anywhere,anytime.","",7,862
